DEPT;SP;RHOZ;PEFZ;AT90;DTCO;Zones
430;-999.25;-999.25;-999.25;-999.25;-999.25;-999.25
430.5;-999.25;-999.25;-999.25;-999.25;54.37409592;-999.25
431;-999.25;-999.25;-999.25;-999.25;55.20460129;-999.25
431.5;-999.25;-999.25;-999.25;-999.25;49.80976486;-999.25
432;-999.25;-999.25;-999.25;-999.25;52.05829239;-999.25
432.5;-999.25;-999.25;-999.25;-999.25;53.50215149;-999.25
433;-999.25;-999.25;-999.25;-999.25;53.7770462;-999.25
433.5;-999.25;-999.25;-999.25;-999.25;54.00907898;-999.25
434;-999.25;-999.25;-999.25;-999.25;55.6192627;-999.25
434.5;-999.25;-999.25;-999.25;-999.25;56.31712723;-999.25
435;-999.25;-999.25;-999.25;-999.25;55.68762589;-999.25
435.5;-999.25;-999.25;-999.25;-999.25;52.91815567;-999.25
436;-999.25;-999.25;-999.25;-999.25;55.55981445;-999.25
436.5;-999.25;-999.25;-999.25;-999.25;55.75022888;-999.25
437;-999.25;-999.25;-999.25;-999.25;55.41475678;-999.25
437.5;-999.25;-999.25;-999.25;-999.25;56.22792435;-999.25
438;-999.25;-999.25;-999.25;-999.25;55.58840942;-999.25
438.5;-999.25;-999.25;-999.25;-999.25;55.75378799;-999.25
439;-999.25;-999.25;-999.25;-999.25;55.77537155;-999.25
439.5;-999.25;-999.25;-999.25;-999.25;56.24201584;-999.25
440;-999.25;-999.25;-999.25;-999.25;57.67790985;-999.25
440.5;-999.25;-999.25;-999.25;-999.25;56.61341095;-999.25
441;-999.25;-999.25;-999.25;-999.25;56.14184189;-999.25
441.5;-999.25;-999.25;-999.25;-999.25;56.13349533;-999.25
442;-999.25;-999.25;-999.25;-999.25;57.02964783;-999.25
442.5;-999.25;-999.25;-999.25;-999.25;57.89621353;-999.25
443;-999.25;-999.25;-999.25;-999.25;55.46573257;-999.25
443.5;-999.25;-999.25;-999.25;-999.25;57.33274841;-999.25
444;-999.25;-999.25;-999.25;-999.25;52.97103882;-999.25
444.5;-999.25;-999.25;-999.25;-999.25;53.19610596;-999.25
445;-999.25;-999.25;-999.25;-999.25;54.61031723;-999.25
445.5;-999.25;-999.25;-999.25;-999.25;56.28862763;-999.25
446;-999.25;-999.25;-999.25;-999.25;53.88122177;-999.25
446.5;-999.25;-999.25;-999.25;-999.25;56.4274292;-999.25
447;-999.25;-999.25;-999.25;-999.25;54.01172257;-999.25
447.5;-999.25;-999.25;-999.25;-999.25;56.63209534;-999.25
448;-999.25;-999.25;-999.25;-999.25;54.81102371;-999.25
448.5;-999.25;2.169879913;7.013219833;-999.25;53.22528839;-999.25
449;-999.25;2.169879913;7.013219833;-999.25;53.84864807;-999.25
449.5;-999.25;2.169879913;7.013219833;-999.25;55.16198349;-999.25
450;-999.25;2.190402985;7.069650173;-999.25;55.40161896;-999.25
450.5;-999.25;2.14417696;7.081359863;-999.25;54.16780853;-999.25
451;-999.25;2.175666094;6.971006393;-999.25;54.98111343;-999.25
451.5;-999.25;2.165449858;6.966243267;-999.25;55.28475189;-999.25
452;-999.25;2.136733055;7.108647823;-999.25;55.64195633;-999.25
452.5;-999.25;2.110851765;7.460371971;2.026900053;54.29091263;-999.25
453;-999.25;2.187962055;7.730380058;2.026900053;57.8135376;-999.25
453.5;-999.25;2.40977931;7.982132912;2.026900053;57.17419815;-999.25
454;-999.25;2.236713886;7.799471855;2.026900053;56.90965271;-999.25
454.5;-999.25;2.188476086;7.542222977;2.026900053;55.89080048;-999.25
455;-999.25;2.203352451;7.565330029;2.026900053;56.19984818;-999.25
455.5;24.90144348;2.190042257;7.720843315;2.026900053;56.41838455;-999.25
456;27.48266792;2.188730955;7.746909142;2.026900053;55.53578949;-999.25
456.5;24.82025147;2.201086044;7.604825974;2.026900053;54.51062012;-999.25
457;16.99978828;2.173037052;7.339716435;2.026900053;53.49821854;-999.25
457.5;8.472472191;2.177081823;7.25246191;2.026900053;53.80907822;-999.25
458;10.7921648;2.180220842;7.368737698;2.026900053;55.85816193;-999.25
458.5;12.73879242;2.180021286;7.415755272;2.026900053;55.84887695;-999.25
459;16.12260056;2.1760602;7.537435055;2.026900053;56.41330338;-999.25
459.5;17.92386818;2.273412228;7.860959053;2.026900053;56.32314301;-999.25
460;18.76030541;2.52049613;8.247952461;2.026900053;56.77790451;-999.25
460.5;18.15214539;2.724030495;8.382180214;2.026900053;56.27123642;-999.25
461;19.88302803;2.748955727;8.483816147;2.026900053;56.1049881;-999.25
461.5;24.6818428;2.665369272;9.048977852;2.026900053;55.99689484;-999.25
462;27.28534889;2.554853439;9.857590675;2.026900053;56.126194;-999.25
462.5;29.79881668;2.904012203;10;2.026900053;55.97094345;-999.25
463;32.92311859;3.220988989;10;2.026900053;56.0475769;-999.25
463.5;34.52514648;3.209706307;10;2.026900053;54.32072449;-999.25
464;37.60913849;3.234228849;10;2.026900053;54.5553627;-999.25
464.5;36.88555527;3.206902504;10;2.026900053;54.84159088;-999.25
465;34.56653976;3.118816614;10;2.026900053;53.96952057;-999.25
465.5;33.67464447;3.001565933;10;2.026900053;53.77438736;-999.25
466;32.93276978;3.118553877;10;2.026900053;59.7469368;-999.25
466.5;33.78927994;3.335407496;10;2.026900053;56.35949707;-999.25
467;33.70606613;3.075916529;10;2.026900053;59.01697159;-999.25
467.5;32.19123077;3.537779331;10;2.026900053;52.7875061;-999.25
468;32.45087051;3.271341324;10;2.026900053;54.8590889;-999.25
468.5;32.06798172;3.239206553;10;2.026900053;56.36699677;-999.25
469;30.84104538;3.248891115;10;2.026900053;55.79881668;-999.25
469.5;25.29817009;3.158854246;10;2.026900053;55.57512665;-999.25
470;27.15258408;3.076952457;10;2.026900053;55.60312653;-999.25
470.5;24.8576355;3.16773963;10;2.026900053;55.63919449;-999.25
471;26.35232163;3.120215178;10;2.026900053;55.07426834;-999.25
471.5;29.82869721;3.09510684;10;2.026900053;56.2037468;-999.25
472;28.94000053;3.015402556;10;2.026900053;58.00209045;-999.25
472.5;27.29533768;3.125129461;10;2.026900053;57.31578064;-999.25
473;24.38954735;3.237629175;10;2.026900053;52.55122757;-999.25
473.5;29.41134071;3.229249716;10;2.026900053;55.13025284;-999.25
474;29.4044323;3.212644577;10;2.026900053;57.86605454;-999.25
474.5;29.39133835;3.146081448;10;2.026900053;57.75995636;-999.25
475;29.46924591;2.95581007;10;2.026900053;57.41786957;-999.25
475.5;30.80389023;3.011428356;10;2.026900053;57.4033699;-999.25
476;30.45347405;3.0953722;10;2.026900053;57.23660278;-999.25
476.5;29.55264664;3.104768038;10;2.026900053;56.36803055;-999.25
477;30.58764648;3.029700518;10;2.026900053;55.07277679;-999.25
477.5;28.03882027;3.12475276;10;2.026900053;54.73075104;-999.25
478;25.56882858;3.052545071;10;2.026900053;55.97037506;-999.25
478.5;23.79320908;3.054643393;10;2.026900053;56.27374268;-999.25
479;21.15838814;3.100280285;10;2.026900053;56.41835785;-999.25
479.5;17.01744843;3.102315664;10;2.026900053;56.3479538;-999.25
480;12.7649765;3.141265631;10;2.026900053;57.70174789;-999.25
480.5;7.011099339;3.39919281;10;2.026900053;58.70989227;-999.25
481;10.48806191;3.410472632;10;2.026900053;57.79228973;-999.25
481.5;15.70762062;3.140395641;10;2.026900053;56.54933548;-999.25
482;20.24005127;3.002797127;10;2.026900053;56.51806641;-999.25
482.5;23.82880592;2.962473154;10;2.026900053;56.802948;-999.25
483;28.07854462;3.049744368;10;2.026900053;56.65404511;-999.25
483.5;27.6830616;3.252540827;10;2.026900053;57.26448059;-999.25
484;24.73372841;3.207400322;10;2.026900053;57.1259613;-999.25
484.5;25.29645729;3.204553366;10;2.026900053;56.70580292;-999.25
485;26.68195915;3.293156385;10;2.026910067;54.20527649;-999.25
485.5;25.97072029;3.245690346;10;2.026916981;55.11830521;-999.25
486;24.41579628;3.143011808;10;2.026929855;52.33224106;-999.25
486.5;20.90176964;3.167815685;10;2.02694273;54.10978699;-999.25
487;19.46666718;3.139345884;10;2.02696538;54.01569367;-999.25
487.5;20.70552254;2.913098574;10;2.026998043;52.09154129;-999.25
488;19.89445114;2.864936113;10;2.027030945;133.1464996;-999.25
488.5;22.13737297;2.989504814;10;2.02707386;133.600708;-999.25
489;23.25758934;3.036457539;10;2.027113438;134.6148529;-999.25
489.5;24.78048706;3.156497955;10;2.027159452;135.1138611;-999.25
490;27.61592102;3.178516626;10;2.027214527;135.7750244;-999.25
490.5;28.58332825;3.217299223;10;2.027270079;137.7847595;-999.25
491;28.00897026;3.196694374;10;2.027343512;137.3197174;-999.25
491.5;25.43049622;3.24245739;10;2.027472735;137.187561;-999.25
492;22.61647606;3.304138422;10;2.02761054;136.9779511;-999.25
492.5;20.9855423;3.32002449;10;2.027718782;135.9271545;-999.25
493;19.18748474;3.245486021;10;2.027798176;132.6376648;-999.25
493.5;18.49288368;3.196568728;10;2.027810097;134.6265869;-999.25
494;22.93911552;3.367009401;9.721793175;2.027775288;132.5161438;-999.25
494.5;4.518160343;2.186841965;4.132797718;2.027724981;134.6403198;-999.25
495;-1.495422244;1.891138911;2.504667759;2.027668238;133.8418884;-999.25
495.5;-2.294866562;1.867316485;2.531869888;2.027371407;133.6281586;-999.25
496;-2.30518961;1.871264935;2.525899172;2.025239229;133.5953064;-999.25
496.5;-2.56348753;1.816078782;2.379244566;2.014758349;133.6736145;-999.25
497;-2.8671875;1.782109141;2.374370575;1.982233882;133.5096893;-999.25
497.5;-3.083838701;1.849247336;2.383352757;1.932332277;133.2517548;-999.25
498;-3.029681683;1.930880666;2.555515766;1.922354221;138.7195892;-999.25
498.5;-3.832830429;1.8533324;2.493374825;2.068789244;138.533493;-999.25
499;-3.051358223;1.846430779;2.464346886;2.112524271;135.9677887;-999.25
499.5;-3.144053459;1.898760915;2.662906647;2.070085764;131.6610718;-999.25
500;-3.254481316;1.918208361;2.600876808;2.112012625;133.0828095;-999.25
500.5;-2.953641176;1.896731019;2.574428558;2.062084675;134.1074219;-999.25
501;-3.627651453;1.919310808;2.5295403;2.12154913;134.6269074;-999.25
501.5;-3.264181376;1.9274683;2.563702583;2.1008358;133.8083496;-999.25
502;-3.463305473;1.928923726;2.623889685;2.113179922;133.3138123;-999.25
502.5;-3.687098503;1.908769727;2.64573741;2.121015549;132.2128601;-999.25
503;-4.482554913;1.899207115;2.636619091;2.126577854;131.7421875;-999.25
503.5;-4.817070007;1.901466131;2.625207901;2.129177809;131.6832275;-999.25
504;-5.694744587;1.903544188;2.596918106;2.161291599;132.0300598;-999.25
504.5;-5.614866734;1.900503755;2.616415262;2.381461382;132.2455444;-999.25
505;-5.348832607;1.924491048;2.605918884;2.168072939;132.0570984;-999.25
505.5;-4.766887188;1.925815344;2.51434207;2.281575203;131.9741211;-999.25
506;-5.050776958;1.922517538;2.477802992;2.153485775;132.2731018;-999.25
506.5;-5.51658392;1.908314824;2.451776981;2.160048962;133.1981201;-999.25
507;-5.640852928;1.89423573;2.439554691;2.156800747;133.2458801;-999.25
507.5;-4.841320515;1.907500863;2.458906412;2.133862972;132.8493042;-999.25
508;-4.722996712;1.923436642;2.640996695;2.160409927;132.0024719;-999.25
508.5;-4.604858875;1.933089018;2.694776535;2.145245075;131.8058014;-999.25
509;-4.463764191;1.91060245;2.476191759;2.139931917;132.7317963;-999.25
509.5;-4.719051838;1.899503708;2.445495606;2.139620543;133.204895;-999.25
510;-4.840791225;1.895975113;2.513567209;2.147377253;133.0840607;-999.25
510.5;-4.443504333;1.892699599;2.48446846;2.117759943;132.0326691;-999.25
511;-3.388375998;1.894122362;2.544189215;2.091309071;131.6580658;-999.25
511.5;-2.549004316;1.905670524;2.530807972;2.036866188;131.6121216;-999.25
512;-1.571529269;1.913912177;2.431239605;2.016104698;131.6654968;-999.25
512.5;-1.756821394;1.914757729;2.370625258;2.011392117;132.114151;-999.25
513;-2.580903292;1.902734637;2.414127111;2.038020372;133.122818;-999.25
513.5;-2.687474251;1.905235052;2.428241015;2.038712025;133.6683807;-999.25
514;-2.005533695;1.914230108;2.449561358;2.025007725;133.1124725;-999.25
514.5;-1.367377043;1.910922051;2.505674124;2.009141445;132.2861939;-999.25
515;-0.780940294;1.892724514;2.48643136;1.985474467;132.3746338;-999.25
515.5;-0.773312211;1.903177977;2.545931578;1.945359945;133.5963593;-999.25
516;-0.352484018;1.898141384;2.485309839;1.891990423;134.6488495;-999.25
516.5;-0.179787979;1.901246071;2.444250584;1.841603518;135.7708283;-999.25
517;0.033770472;1.897824287;2.473074675;1.784848094;137.9906158;-999.25
517.5;0.190382361;1.902140975;2.475584507;1.74933207;138.8659058;-999.25
518;0.18378517;1.904885531;2.503704548;1.738080859;136.8798065;-999.25
518.5;0.138310313;1.901655912;2.445729733;1.723388076;137.0677185;-999.25
519;0.278244078;1.892028928;2.39360261;1.652198792;139.276062;-999.25
519.5;0.683100164;1.878857732;2.431558847;1.553995371;141.4312286;-999.25
520;0.703131616;1.873335838;2.435358763;1.50194633;143.3479157;-999.25
520.5;0.696886599;1.876390576;2.429842472;1.49652648;144.5221558;-999.25
521;0.337678015;1.872758031;2.477249146;1.424546838;146.1475372;-999.25
521.5;0.175994828;1.85372138;2.548930407;1.372788429;147.4080353;-999.25
522;0.253877401;1.847020626;2.514098644;1.341855288;146.1060028;-999.25
522.5;0.227328315;1.855942726;2.463470697;1.347150445;145.5622559;-999.25
523;-0.050977036;1.847003698;2.495154142;1.372061849;146.5010376;-999.25
523.5;-0.180899516;1.842153788;2.461341381;1.393201113;146.7423859;-999.25
524;-0.376078784;1.83456099;2.426179409;1.34860456;147.1963806;-999.25
524.5;-0.348983735;1.831285596;2.395020008;1.3144027;147.5335388;-999.25
525;-0.092799053;1.8517344;2.413642645;1.292197466;146.3880005;-999.25
525.5;0.11508932;1.862529874;2.541584969;1.312188983;145.6082916;-999.25
526;0.072384149;1.893892646;2.782833099;1.359315395;143.3776703;-999.25
526.5;-0.049509685;1.866209507;2.618339062;1.418332577;143.4340668;-999.25
527;-0.591508865;1.841882467;2.603363514;1.361309528;145.351944;-999.25
527.5;-0.275324106;1.836216927;2.540551662;1.314059496;145.3361359;-999.25
528;-0.181643948;1.851135135;2.52809;1.437246561;143.9453735;-999.25
528.5;-0.087566115;1.85769403;2.426288843;1.45350647;141.731308;-999.25
529;-0.441655457;1.843696356;2.402138948;1.602720976;140.5300446;-999.25
529.5;-0.541134059;1.844610572;2.356854439;1.455311656;140.1120758;-999.25
530;-0.689397991;1.847576737;2.358485937;1.505770326;140.9106293;-999.25
530.5;-0.723079205;1.847245336;2.307796001;1.573257685;142.1093903;-999.25
531;-0.393686712;1.856025338;2.37135458;1.456770539;141.5057068;-999.25
531.5;-0.342465699;1.860253096;2.428038597;1.574364066;138.4552918;-999.25
532;0.267409831;1.873778105;2.387460709;1.438356519;137.914917;-999.25
532.5;-0.354551584;1.859452367;2.330835342;1.443204522;137.1981506;-999.25
533;-0.557630002;1.845530152;2.434729576;1.480764747;138.651001;-999.25
533.5;-0.432370067;1.825589895;2.418081522;1.343587041;142.6551209;-999.25
534;-0.272614658;1.806034327;2.343476057;1.324504614;143.991333;-999.25
534.5;0.107094772;1.815201283;2.257928133;1.302670121;143.5104218;-999.25
535;-0.059239898;1.816749692;2.350767374;1.297983885;143.3308868;-999.25
535.5;-0.264053077;1.822632551;2.223038912;1.262800694;145.5048676;-999.25
536;-0.597390532;1.794790268;2.369736433;1.245140076;146.1394501;-999.25
536.5;-0.432974011;1.81919682;2.4077878;1.379958272;146.4095764;-999.25
537;-0.332604647;1.78713274;2.405369043;1.201945305;146.6797028;-999.25
537.5;-0.460000902;1.772089005;2.336142778;1.182065845;146.9498291;-999.25
538;-0.678339243;1.746860147;2.346521139;1.164461374;147.2199554;-999.25
538.5;-0.951726377;1.748514414;2.23582077;1.107990623;147.4900818;-999.25
539;-0.767353535;1.735374212;2.292587042;1.127514601;147.7602081;-999.25
539.5;-0.19743517;1.799859762;2.353078127;1.209933639;148.0303497;-999.25
540;-0.361057878;1.802658081;2.392328024;1.204674602;148.3004913;-999.25
540.5;-0.221064165;1.79491365;2.314237595;1.171627879;149.2724762;-999.25
541;-0.126007006;1.791839361;2.277328014;1.085712791;153.0292511;-999.25
541.5;-0.135814801;1.808949471;2.164067984;1.060748339;152.3335266;-999.25
542;-0.233227655;1.814938545;2.332058907;1.103459716;149.7060852;-999.25
542.5;-0.230488852;1.824093103;2.334034681;1.172737479;147.0606842;-999.25
543;-0.502177835;1.833694577;2.466578722;1.306173325;146.6527252;-999.25
543.5;-0.382869005;1.835075736;2.349029303;1.401199102;150.4760895;-999.25
544;-0.24626714;1.809841394;2.234728098;1.221769929;152.7328644;-999.25
544.5;-0.215603784;1.827779293;2.304997206;1.163968206;150.9296875;-999.25
545;-0.657283306;1.846631885;2.52274394;1.216653585;147.1408844;-999.25
545.5;-0.755362093;1.85042274;2.624431372;1.277373195;145.3394013;-999.25
546;-0.806909919;1.825941443;2.481973887;1.194852829;143.4552307;-999.25
546.5;-1.431561351;1.82430923;2.454377413;1.361261487;142.8071289;-999.25
547;-1.614278197;1.816213012;2.4876647;1.498122454;142.5364227;-999.25
547.5;-2.061038494;1.824424386;2.422872067;1.538832903;142.8177948;-999.25
548;-1.196749449;1.808036804;2.309869289;1.325743318;141.9927673;-999.25
548.5;-1.819286942;1.814682126;2.372954607;1.427667737;136.0092163;-999.25
549;-3.16968751;1.811196089;2.593812704;1.69534719;131.7525787;-999.25
549.5;-1.517559409;1.800883412;2.232774258;1.377855301;131.9670258;-999.25
550;-2.0735147;1.763226748;2.216962099;1.399244785;137.2964783;-999.25
550.5;-1.602550745;1.835214853;2.204562664;1.555650115;142.4868469;-999.25
551;-0.752566814;1.863307118;2.283406735;1.591555834;148.2427368;-999.25
551.5;-0.378189296;1.895576716;2.413052797;1.641212583;149.6797943;-999.25
552;-0.404003054;1.881309867;2.366891861;1.408891439;149.0415497;-999.25
552.5;-0.672905982;1.846030831;2.16284132;1.401353598;149.1311951;-999.25
553;-1.958442807;1.762739778;2.141357184;1.206549645;148.4589539;-999.25
553.5;-2.393756866;1.75565207;2.166145563;1.2987957;142.4841919;-999.25
554;-1.675841808;1.80273366;2.114140272;1.51273191;138.8439941;-999.25
554.5;-1.228767753;1.820406675;2.09342432;1.534696698;143.3960571;-999.25
555;-0.91576463;1.81409204;2.165237665;1.263100743;152.6841583;-999.25
555.5;-0.955890298;1.770543575;2.231369257;1.205895066;154.4291382;-999.25
556;-1.5475595;1.791775942;2.210327864;1.491475463;152.7428894;-999.25
556.5;-1.541345835;1.774810791;2.23739171;1.338576555;149.3410797;-999.25
557;-2.149690628;1.785094619;2.237442732;1.562746644;144.367569;-999.25
557.5;-5.126657963;1.782934904;2.220564365;1.576013088;137.0653687;-999.25
558;-7.197771072;1.780755639;2.247893572;1.596987605;133.8338928;-999.25
558.5;-7.291969299;1.780801058;2.288161993;1.644573093;132.5435638;-999.25
559;-7.174659252;1.799839973;2.365831137;1.648573637;128.7416992;-999.25
559.5;-6.338687897;1.838585973;2.507239819;1.666959643;128.4534302;-999.25
560;-2.161239624;1.8089118;2.393166542;1.679265142;139.7258606;-999.25
560.5;-0.978834093;1.806980014;2.313276291;1.570081592;155.0298767;-999.25
561;-0.910107017;1.805150747;2.324057102;1.380451202;153.1542816;-999.25
561.5;-1.314771652;1.806298614;2.261140585;1.359083653;152.9723816;-999.25
562;-1.760754704;1.784332514;2.290873051;1.433717251;152.7904511;-999.25
562.5;-2.13880372;1.789217711;2.244017601;1.396824718;152.6085358;-999.25
563;-2.266278982;1.756532192;2.145916224;1.599435091;151.7894592;-999.25
563.5;-1.840061665;1.768995404;2.219428062;1.511846066;149.8595581;-999.25
564;-2.117376804;1.768881798;2.250081062;1.396436811;148.3499146;-999.25
564.5;-2.466168165;1.786191583;2.257194281;1.553819656;145.7179871;-999.25
565;-1.778565288;1.771934867;2.252898693;1.236700416;145.2017365;-999.25
565.5;-1.669855833;1.795426846;2.380366802;1.371696711;146.4861145;-999.25
566;-1.357175827;1.792960644;2.550929546;1.324735165;147.7704773;-999.25
566.5;-0.793857455;1.802977443;2.382076025;1.319980264;149.0548706;-999.25
567;-0.644644082;1.816861033;2.321828604;1.380334258;150.3392487;-999.25
567.5;-0.575113893;1.811021924;2.372713566;1.44747448;150.9888153;-999.25
568;-0.793265998;1.817410469;2.455176592;1.54217577;151.0128174;-999.25
568.5;-0.695704699;1.815598726;2.332257509;1.460785866;153.3708954;-999.25
569;-0.667659998;1.792138219;2.326792002;1.312689185;156.1404572;-999.25
569.5;-0.7350142;1.810486555;2.337841749;1.3339113;154.3127594;-999.25
570;-0.664199829;1.812358022;2.295465946;1.385872364;155.7900848;-999.25
570.5;-1.356788635;1.784893036;2.277071714;1.386361599;156.7526245;-999.25
571;-1.479455113;1.732428193;2.335327864;1.333955765;160.6135254;-999.25
571.5;-0.579270005;1.725569964;2.314739943;1.353459954;161.0648499;-999.25
572;-0.162569135;1.780767202;2.428726196;1.352748632;153.8046875;-999.25
572.5;0.201717898;1.801964521;2.342806816;1.36403501;150.3149719;-999.25
573;-0.543109536;1.762184024;2.208630323;1.242307305;155.7341766;-999.25
573.5;-0.418244928;1.805802465;2.294626713;1.323909879;154.9634857;-999.25
574;-0.063830346;1.782520175;2.501475811;1.214542985;149.6149597;-999.25
574.5;0.159615427;1.788781762;2.505949974;1.274893642;156.7012177;-999.25
575;0.160204127;1.822659969;2.355631828;1.317135692;158.9711762;-999.25
575.5;-0.461071968;1.810034752;2.380750895;1.312638402;157.2642975;-999.25
576;-0.532192051;1.788509607;2.250345469;1.35839355;155.5295563;-999.25
576.5;-1.503271103;1.706507444;2.099464893;1.321308136;153.7947998;-999.25
577;-1.396111488;1.742980719;2.079393864;1.279150605;149.6900177;-999.25
577.5;-1.27709949;1.80036962;2.18194437;1.369679928;143.8316345;-999.25
578;-1.779601097;1.816368222;2.156348944;1.444301605;138.5739594;-999.25
578.5;-2.308662176;1.819772005;2.108570099;1.51135385;133.6610565;-999.25
579;-3.87283349;1.818995833;2.122977257;1.635090709;130.8318481;-999.25
579.5;-4.341474056;1.806332707;2.240965843;1.590103626;131.9705658;-999.25
580;-5.466827869;1.802226782;2.177219629;1.443423629;132.5112152;-999.25
580.5;-10.11290169;1.783961892;2.13317132;1.726996422;131.4571991;-999.25
581;-9.550509453;1.765380502;2.044432402;1.601612926;130.3210754;-999.25
581.5;-8.900348663;1.777208209;2.061445952;1.643252611;127.4095078;-999.25
582;-4.541945457;1.807137728;2.044591427;1.687368751;126.4843674;-999.25
582.5;-2.210481167;1.826046944;1.956102133;1.286290884;131.7666321;-999.25
583;-2.140675783;1.765606403;1.991137266;1.354914904;134.4815674;-999.25
583.5;-1.596549273;1.802165985;2.031412125;1.46974051;139.6434479;-999.25
584;-0.922234714;1.788456082;2.091299534;1.261071324;148.2474823;-999.25
584.5;-0.595594525;1.847633362;2.369463921;1.409573436;152.3185883;-999.25
585;-0.28642267;1.85307622;2.433648109;1.432755351;149.0079346;-999.25
585.5;-0.092232704;1.85754931;2.269774437;1.404067278;146.0254974;-999.25
586;-0.190140918;1.823804975;2.189624071;1.389115691;147.9996491;-999.25
586.5;-0.103073224;1.823741555;2.136926413;1.360871553;156.41922;-999.25
587;-0.249487951;1.810770035;2.210507393;1.315770745;157.008606;-999.25
587.5;-0.365334779;1.817983627;2.311061144;1.168826103;157.065567;-999.25
588;-1.290482879;1.793491244;2.370296955;1.043147326;157.1224823;-999.25
588.5;-0.773233652;1.828424692;2.277095556;1.059873343;157.1794281;-999.25
589;-0.772418976;1.791604638;2.214749813;1.060688138;157.2363739;-999.25
589.5;-0.272427022;1.774329424;2.26894784;1.108996868;157.2933044;-999.25
590;0.211286768;1.835055351;2.278971195;1.338919163;157.350235;-999.25
590.5;-1.0658741;1.762439728;2.361300707;1.129887581;159.1933289;-999.25
591;-2.156478405;1.763373733;2.299939394;1.08156991;160.5453186;-999.25
591.5;-0.955468357;1.778949261;2.290207624;0.978217781;152.2102509;-999.25
592;-0.403920889;1.829809189;2.138884783;1.092489004;135.5721588;-999.25
592.5;-0.960861444;1.84227109;2.1414814;1.157327533;140.3909302;-999.25
593;-1.54147768;1.7526263;2.187312603;1.107969761;152.861145;-999.25
593.5;-2.608439445;1.677490115;2.284024954;1.068510652;160.9072571;-999.25
594;-1.74523592;1.762591124;2.256402969;1.078375101;158.1541443;-999.25
594.5;-1.067863226;1.723333001;2.27443552;1.042923808;151.6304016;-999.25
595;-0.544340134;1.808757424;2.315485477;1.036941052;144.9532318;-999.25
595.5;-0.401440054;1.875583053;2.628320217;1.138708472;146.138855;-999.25
596;-0.668575943;1.830063462;2.466309547;1.020652652;146.489502;-999.25
596.5;-0.760927737;1.867018461;2.4638834;1.131788135;147.2635498;-999.25
597;-1.072272658;1.872570038;2.60018754;1.189146519;146.0365906;-999.25
597.5;-1.100123763;1.822054982;2.488889694;1.183037758;147.2580414;-999.25
598;-1.209031105;1.840697527;2.44869566;1.178450704;146.8257294;-999.25
598.5;-0.828605294;1.851871252;2.416905403;1.214701057;144.4991608;-999.25
599;-0.890808105;1.850929022;2.441910267;1.239905357;142.4631653;-999.25
599.5;-1.314572573;1.852063775;2.601941824;1.28558743;143.318985;-999.25
600;-1.687177896;1.848782539;2.553447008;1.292419791;143.1879578;-999.25
600.5;-1.315167785;1.877007723;2.538558483;1.367888093;141.50354;-999.25
601;-1.160115004;1.871303558;2.496264935;1.338378668;140.4595337;-999.25
601.5;-1.282041669;1.857127786;2.512232065;1.329529285;140.1621552;-999.25
602;-1.238572121;1.869583488;2.475637674;1.342108131;139.159317;-999.25
602.5;-1.166910529;1.862652183;2.498129845;1.338704824;140.1672516;-999.25
603;-0.877290785;1.855725408;2.483762026;1.273074627;141.6670532;-999.25
603.5;-0.573144972;1.847959995;2.483623028;1.256845236;144.6798554;-999.25
604;-0.325894058;1.846467257;2.488233805;1.248603463;145.5651245;-999.25
604.5;-0.037648663;1.847507358;2.496846438;1.161409855;144.4519348;-999.25
605;-0.135955662;1.838392019;2.523087978;1.118268013;147.8879089;-999.25
605.5;0.035002206;1.805060983;2.567819119;0.973530412;153.6419067;-999.25
606;0.578339815;1.831226468;2.508306503;0.874451339;155.1343384;-999.25
606.5;0.813217521;1.891866446;2.448550224;0.878411055;153.5872345;-999.25
607;0.811624229;1.898193598;2.451157332;0.92071259;150.025116;-999.25
607.5;0.876548588;1.897827029;2.430313826;1.006847382;147.867157;-999.25
608;0.20908162;1.869351506;2.341226578;0.996914566;150.966568;-999.25
608.5;-0.033535328;1.855254769;2.311169386;0.969477594;154.0033569;-999.25
609;0.11262244;1.82957983;2.31875658;0.900190651;154.2953644;-999.25
609.5;0.187012836;1.81564486;2.261818647;0.917453885;174.1637573;-999.25
610;0.095798604;1.817246676;2.184642315;0.934265494;175.3906708;-999.25
610.5;-0.176871255;1.798887253;2.320764542;0.975542665;165.5744934;-999.25
611;-0.426374942;1.802886367;2.301646471;1.207572579;152.6434631;-999.25
611.5;-0.151522785;1.790503979;2.189215183;1.206428886;151.3557129;-999.25
612;0.480175823;1.813430071;2.273592472;1.164895654;150.9648438;-999.25
612.5;0.543558896;1.826042652;2.414690256;1.001832962;151.9509277;-999.25
613;0.237786055;1.790386677;2.374494314;0.965523779;155.4050903;-999.25
613.5;-0.66294378;1.767777085;2.303299427;1.046060205;156.0953369;-999.25
614;-0.971761823;1.767571569;2.231934071;1.061658263;153.552536;-999.25
614.5;-0.287003368;1.802619457;2.296816826;1.127478719;148.9483032;-999.25
615;-0.407575667;1.767960906;2.297158718;1.126877189;148.7181854;-999.25
615.5;-1.310376406;1.708864927;2.229400873;1.152846217;148.4880829;-999.25
616;-1.959070921;1.691420078;2.248102665;1.132130265;148.2579804;-999.25
