DEPT;AT20;P_IMPEDANCE;S_IMPEDANCE;Vp/Vs;Zones;GRAN
1836.25;0.432957292;7050.293945;3375.995606;2.107499838;0;401
1836.5;0.372280151;7031.546875;3393.537109;2.069999933;0;401
1836.75;0.329119504;6995.827148;3368.268555;2.069999933;0;401
1837;0.55035919;6960.106934;3343;2.086249828;0;401
1837.25;0.354537964;6959.626465;3289.144043;2.150000095;0;401
1837.5;0.030108461;6959.145996;3235.288086;2.148571491;0;401
1837.75;0.047679599;6850.5;3220.782715;2.111428499;0;401
1838;0.169892058;6741.854004;3206.2771;2.102499962;0;401
1838.25;0.036031269;6621.124512;3107.520508;2.119999886;0;401
1838.5;0;6500.39502;3008.763916;2.162857294;0;401
1838.75;0;6421.771973;2976.61792;2.180000067;0;401
1839;0.101278774;6343.148926;2944.471924;2.151250124;0;401
1839.25;0.417455316;6518.060059;3102.091797;2.105000019;0;401
1839.5;0.463168562;6692.971191;3259.711914;2.05571413;0;401
1839.75;0.209378272;6711.000488;3261.646484;2.039999962;0;401
1840;0.085233696;6729.029785;3263.581055;2.059999943;0;401
1840.25;0.01533653;6763.021973;3220.8125;2.085000038;0;401
1840.5;0.002479636;6797.01416;3178.043945;2.141428709;0;401
1840.75;0.013233029;6573.808106;3017.01709;2.188571453;0;401
1841;0;6350.602051;2855.98999;2.226249933;0;401
1841.25;0;6064.02832;2787.105957;2.183750153;0;401
1841.5;0;5777.455078;2718.221924;2.125;0;401
1841.75;0.079699956;6231.787598;3005.911133;2.130000114;0;401
1842;0.308216065;6686.120117;3293.600098;2.032500029;0;401
1842.25;0.492595196;6990.184082;3447.718018;2.049999952;0;402
1842.5;0.419467717;7294.248047;3601.835938;2.025000095;0;402
1842.75;1.120943308;7246.943359;3693.793457;1.936250091;0;403
1843;3.271951914;7199.63916;3785.750977;1.903749943;0;403
1843.25;3.827608585;7172.532227;3770.476563;1.909999967;0;403
1843.5;3.981125832;7145.424805;3755.201904;1.899999976;0;403
1843.75;5.806405067;7261.369141;3782.318359;1.911428571;0;403
1844;6.141971588;7377.312988;3809.435059;1.940000057;0;403
1844.25;4.74566555;7180.673828;3661.946533;1.980000019;0;403
1844.5;1.624097705;6984.03418;3514.458008;1.99000001;0;403
1844.75;0.263432562;6701.765137;3322.994629;1.965714335;0;403
1845;0.05710182;6419.496094;3131.531006;2.049999952;0;403
1845.25;0.004657579;6409.891113;3130.505371;2.022500038;0;403
1845.5;0.051845867;6400.286133;3129.479981;2.048571348;0;403
1845.75;0.017827055;6455.348633;3179.562988;2.039999962;0;403
1846;0.022531824;6510.411133;3229.645996;2.012500048;0;403
1846.25;0.087085418;6489.594727;3201.055176;2.019999981;0;403
1846.5;0.132899001;6468.778809;3172.464111;2.037142754;0;404
1846.75;0.113398634;6436.614258;3166.478027;2.009999991;0;404
1847;0.021901019;6404.449219;3160.491943;2.028571367;0;404
1847.25;0.001856766;6297.848145;3119.625977;2.028749943;0;404
1847.5;0.051203214;6191.24707;3078.76001;2.009999991;0;404
1847.75;0.061886992;6245.431641;3140.832031;2.019999981;0;404
1848;0.148988679;6299.616211;3202.904053;1.970000029;0;404
1848.25;0.179622471;6419.506836;3228.959473;1.995000005;0;404
1848.5;0.049993478;6539.396973;3255.014893;2.009999991;0;404
1848.75;0;6089.133789;2936.459961;2.120000124;0;404
1849;0;5638.871094;2617.905029;2.150000095;0;404
1849.25;0;6007.850098;2902.968506;2.122499943;0;404
1849.5;0.042928148;6376.829102;3188.031982;1.998749971;0;404
1849.75;0.049073342;6540.513672;3194.6875;2.091249943;0;404
1850;0;6704.198242;3201.343018;2.099999905;0;404
1850.25;0;6545.943359;3101.831055;2.170000076;0;403
1850.5;0.070195049;6387.687988;3002.319092;2.127500057;0;403
1850.75;0.085478477;6563.933594;3142.418945;2.019999981;0;402
1851;0.005571;6740.179199;3282.519043;2.056249857;0;401
1851.25;0.083270431;6605.983398;3222.648438;2.033750057;0;401
1851.5;0.003986573;6471.788086;3162.778076;2.048749924;0;401
1851.75;0;6476.4375;3165.931641;2.039999962;0;401
1852;0.253294408;6481.086914;3169.084961;2.045000076;0;401
1852.25;1.245315433;6722.502441;3358.281006;2.019999981;0;401
1852.5;1.048662305;6963.917969;3547.477051;1.960000038;0;401
1852.75;0.482785016;7026.879395;3675.300049;1.917142868;0;401
1853;0.950937808;7089.84082;3803.123047;1.864285708;0;401
1853.25;2.033441305;7420.121094;3993.119141;1.891250014;0;401
1853.5;3.164624453;7750.400879;4183.115234;1.852857113;0;402
1853.75;6.458298683;7796.154297;4174.882813;1.857142925;0;402
1854;2.53101778;7841.908203;4166.650879;1.878571391;0;402
1854.25;0.526891053;7286.84668;3772.366943;1.909999967;0;402
1854.5;0.071050704;6731.785156;3378.083008;1.99000001;0;403
1854.75;0;6365.634766;3044.683594;2.100000143;0;403
1855;0;5999.483887;2711.283936;2.21714282;0;403
1855.25;0.323417455;6130.078125;2797.656982;2.207499981;0;403
1855.5;0.329834431;6260.672852;2884.030029;2.172500134;0;403
1855.75;0.279681891;6447.229981;3028.250977;2.108571291;1;403
1856;0.242366538;6633.787109;3172.471924;2.089999914;1;403
1856.25;0.183870658;6646.493652;3222.750977;2.067499876;1;403
1856.5;0.139872029;6659.200195;3273.030029;2.034999847;1;404
1856.75;0.205779895;6854.571289;3312.233887;2.029999971;1;404
1857;0.365191519;7049.942871;3351.437988;2.105000019;1;404
1857.25;0.192910314;6778.695313;3126.019531;2.138750076;1;403
1857.5;0;6507.448242;2900.601074;2.242500067;1;403
1857.75;0;5949.424805;2698.267578;2.204999924;1;402
1858;0;5391.400879;2495.934082;2.157500029;1;401
1858.25;0;5844.715332;2823.695068;2.039999962;1;401
1858.5;0.074889384;6298.029785;3151.456055;1.997499943;1;401
1858.75;0.105664901;6489.365234;3211.010986;2.039999962;1;401
1859;0.130939558;6680.701172;3270.565918;2.039999962;1;401
1859.25;0.199784324;6686.598633;3253.01294;2.049999952;1;401
1859.5;0.291186839;6692.496094;3235.459961;2.068749905;1;401
1859.75;0.264879614;6669.475098;3212.209473;2.059999943;1;401
1860;0.136615321;6646.454102;3188.958984;2.082857132;1;401
1860.25;0;6313.745606;2946.111816;2.17750001;1;401
1860.5;0;5981.037109;2703.264893;2.210000038;1;401
1860.75;0;6037.095703;2692.064941;2.255714178;1;401
1861;0;6093.154785;2680.86499;2.269999981;1;401
1861.25;0.022384487;6276.15918;2874.703613;2.205714226;1;401
1861.5;0.120159797;6459.163086;3068.541992;2.101249933;1;401
1861.75;0.135354593;6766.126465;3244.85791;2.085714102;1;401
1862;0.046891272;7073.089844;3421.174072;2.069999933;1;401
1862.25;0.22156468;6994.217773;3386.701172;2.079999924;1;402
1862.5;1.37471664;6915.345215;3352.228027;2.0625;1;402
1862.75;0.96900332;7006.812012;3572.166016;2;1;403
1863;1.187662125;7098.278809;3792.104004;1.871428609;1;403
1863.25;3.515940666;6941.258301;3898.484863;1.756250024;1;403
1863.5;8.02593708;6784.237793;4004.865967;1.690000057;1;403
1863.75;4.512898445;6535.654297;3788.493164;1.712500095;1;403
1864;3.913443565;6287.070801;3572.120117;1.759999991;1;403
1864.25;4.904043675;6415.338867;3633.821045;1.762500048;1;403
1864.5;7.317310333;6543.606934;3695.521973;1.769999981;1;404
1864.75;6.813323021;6937.113281;3729.108887;1.832499981;1;404
1865;2.205930948;7330.619141;3762.696045;1.953750014;1;404
1865.25;0.636923552;7248.842773;3550.76416;2.038749933;1;404
1865.5;0.117419645;7167.065918;3338.832031;2.148750067;1;404
1865.75;0;6758.765625;3114.099121;2.158750057;1;404
1866;0;6350.46582;2889.365967;2.201428652;1;404
1866.25;0;6095.120117;2816.253906;2.170000076;1;404
1866.5;0.185142562;5839.774902;2743.14209;2.129999876;1;405
1866.75;0.370972008;6258.229492;2946.230957;2.029999971;1;405
1867;0.230908841;6676.684082;3149.320068;2.118571281;1;405
1867.25;0.144183114;6596.365234;3026.257568;2.131249905;1;404
1867.5;0.006237454;6516.046875;2903.195068;2.246249914;1;403
1867.75;0;6233.73291;2760.750488;2.264285803;1;402
1868;0.050420426;5951.418945;2618.305908;2.275714159;1;401
1868.25;0.193128556;6222.425781;2758.338379;2.287142754;1;401
1868.5;0.212662429;6493.432129;2898.371094;2.24000001;1;401
1868.75;0.284865797;6671.273438;3006.380371;2.227499962;1;401
1869;0.300531119;6849.115234;3114.389893;2.200000048;1;401
1869.25;0.260214031;6946.272461;3257.022949;2.134285927;1;401
1869.5;0.230401963;7043.429199;3399.656006;2.068749905;1;401
1869.75;0.139203951;6784.786621;3230.45166;2.073750019;1;401
1870;0.050398774;6526.144043;3061.24707;2.134285688;1;401
1870.25;0;6243.536621;2911.086914;2.180000067;1;401
1870.5;0.042896718;5960.929199;2760.927002;2.162500143;1;402
1870.75;0.538174391;6518.863281;3236.894043;2.085000038;1;402
1871;0.583233118;7076.796875;3712.861084;1.908571363;1;402
1871.25;0.441322774;7420.543457;3803.254883;1.929999948;1;402
1871.5;0.431401521;7764.290039;3893.648926;1.993749976;1;403
1871.75;0.499404609;7640.744141;3787.507813;2.006249905;1;403
1872;0.22002162;7517.198242;3681.366943;2.042500019;1;403
1872.25;0;6737.989258;3219.973633;1.959999919;1;403
1872.5;0;5958.780762;2758.580078;2.160000086;1;402
1872.75;0;5926.817871;2735.539551;2.182500124;1;402
1873;0.213882566;5894.854981;2712.499023;2.170000076;1;401
1873.25;0.262429804;6377.84668;2912.653565;2.130000114;1;401
1873.5;0.15754959;6860.837891;3112.808106;2.206249952;1;401
1873.75;0.180294007;6836.253418;3142.475586;2.153750181;1;401
1874;0.041376367;6811.668945;3172.143066;2.147142887;1;401
1874.25;0.106543087;6900.105957;3235.431641;2.115714073;1;401
1874.5;0.355090797;6988.542969;3298.719971;2.117499828;1;401
1874.75;0.354555577;7233.976074;3403.094971;2.180000067;1;401
1875;0.295005471;7479.40918;3507.469971;2.130000114;1;401
1875.25;0.246405259;7506.037598;3448.805664;2.167142868;1;401
1875.5;0.209089369;7532.666016;3390.141113;2.21875;1;401
1875.75;0.345075548;7241.93457;3375.414063;2.198750019;1;401
1876;0.700486422;6951.203125;3360.687012;2.065714121;1;401
1876.25;1.375747085;6912.438477;3394.875;2.122857094;1;401
1876.5;2.357310772;6873.673828;3429.062988;2;1;401
1876.75;1.347028017;7029.648438;3462.874512;2.012500048;1;401
1877;0.502583087;7185.623047;3496.686035;2.051428556;1;401
1877.25;0.103794597;7128.308106;3392.686523;2.127142906;1;401
1877.5;0.006790726;7070.993164;3288.687012;2.151250124;1;401
1877.75;0.037041586;6781.34668;3142.742188;2.182500124;1;401
1878;0.004696409;6491.700195;2996.797119;2.166249991;1;401
1878.25;0.029527124;6487.000977;2967.722656;2.200000048;1;401
1878.5;0.082488045;6482.301758;2938.647949;2.204999924;1;401
1878.75;0.103311963;6430.948242;2896.283447;2.24000001;1;401
1879;0.121740483;6379.595215;2853.918945;2.237499952;1;401
1879.25;0.119123489;6079.446289;2718.564453;2.210000038;1;401
1879.5;0.018583005;5779.297852;2583.209961;2.237499952;1;401
1879.75;0;5842.707031;2583.105469;2.246249914;1;401
1880;0;5906.116211;2583.000977;2.288749933;1;401
1880.25;0.052520417;6195.470703;2797.709473;2.224999905;1;401
1880.5;0.266033739;6484.825195;3012.417969;2.150000095;1;401
1880.75;0.230845615;6516.541016;3064.710449;2.109999895;1;401
1881;0.141330391;6548.256836;3117.00293;2.099999905;1;401
1881.25;0.081542023;6587.558594;3110.576416;2.112857103;1;401
1881.5;0.164448693;6626.86084;3104.149902;2.136250019;1;401
1881.75;0.190230995;6710.0625;3182.300293;2.111249924;1;401
1882;0.225950524;6793.26416;3260.450928;2.08857131;1;401
1882.25;0.280285686;6785.098145;3297.036133;2.05571413;1;401
1882.5;0.348421872;6776.932129;3333.621094;2.037499905;1;401
1882.75;0.324914962;6860.662109;3354.825195;2.079999924;1;401
1883;0.313401222;6944.39209;3376.029053;2.057142735;1;401
1883.25;0.298864037;6958.514648;3389.594971;2.04571414;1;401
1883.5;0.282069832;6972.637207;3403.160889;2.049999952;1;401
1883.75;0.263893455;6898.987305;3343.813965;2.0625;1;401
1884;0.238238633;6825.337891;3284.467041;2.082499981;1;401
1884.25;0.230647475;6768.65332;3281.779053;2.057142735;1;401
1884.5;0.166679561;6711.969238;3279.091065;2.049999952;1;401
1884.75;0.205176637;6868.011231;3399.556152;2.017499924;1;401
1885;0.400618017;7024.053223;3520.020996;1.995000005;1;401
1885.25;0.490186185;7048.891113;3532.958008;2.011428595;1;401
1885.5;0.318552047;7073.729004;3545.89502;1.991250038;1;401
1885.75;0.263332933;7130.782227;3524.640137;1.996250033;1;401
1886;0.255634338;7187.834961;3503.38501;2.049999952;1;401
1886.25;0.248732477;6967.651367;3353.45459;2.009999991;1;401
1886.5;0.063678734;6747.467773;3203.523926;2.107499838;1;401
1886.75;0;6301.743164;2983.172852;2.099999905;1;401
1887;0;5856.019043;2762.822022;2.119999886;1;401
1887.25;0;6077.307617;2901.748535;2.089999914;1;401
1887.5;0;6298.596191;3040.675049;2.073750019;1;401
1887.75;0;6423.34668;3115.462891;2.079999924;1;401
1888;0;6548.097168;3190.250977;2.051249981;1;401
1888.25;0;6594.606445;3220.812012;2.059999943;1;401
1888.5;0;6641.115234;3251.373047;2.039999962;1;402
1888.75;0.176140547;7076.608398;3601.481445;1.912499905;1;402
1889;0.873519778;7512.101074;3951.590088;1.899999976;1;402
1889.25;0.868657351;7158.350098;3773.159668;1.899999976;1;402
1889.5;0.179637685;6804.599121;3594.729004;1.895714283;1;403
1889.75;0;6210.137695;3086.615479;2.018749952;1;403
1890;0;5615.676758;2578.501953;2.175714254;1;403
1890.25;0;5688.316406;2660.581543;2.208571434;1;403
1890.5;0;5760.956055;2742.660889;2.102857113;1;402
1890.75;0.119454585;6375.620606;3088.05542;2.069999933;1;402
1891;0.193563521;6990.285156;3433.449951;2.037499905;1;401
1891.25;0.047791183;6810.717773;3312.630371;2.008571386;1;401
1891.5;0;6631.149902;3191.811035;2.079999924;1;401
1891.75;0;6664.023926;3195.74707;2.109999895;1;401
1892;0.068649359;6696.897949;3199.683106;2.096249819;1;401
1892.25;0.299919099;6815.757813;3334.163574;2.051428556;1;401
1892.5;0.044646703;6934.617188;3468.644043;2;1;401
1892.75;0.368023425;7318.722656;3764.415039;1.977499962;1;401
1893;1.772817731;7702.828125;4060.186035;1.894999981;1;401
1893.25;1.511354327;8269.537109;4330.240234;1.907500029;1;402
1893.5;1.338380575;8836.24707;4600.293945;1.919999957;1;402
1893.75;1.703762889;8437.795898;4358.766602;1.919999957;1;403
1894;0.631564319;8039.344238;4117.23877;1.952500105;1;403
1894.25;0.207244381;7487.595703;3713.045898;1.95875001;1;403
1894.5;0.059001282;6935.847168;3308.853027;2.097499847;1;404
1894.75;0;6461.986328;3028.377441;2.130000114;1;404
1895;0;5988.125977;2747.9021;2.182500124;1;404
1895.25;0;5928.036133;2742.311523;2.170000076;1;403
1895.5;0;5867.945801;2736.720947;2.147500038;1;403
1895.75;0.005825951;6318.453125;3081.07544;2.074999809;1;402
1896;0.160490274;6768.959961;3425.429932;1.973749995;1;401
1896.25;0.261070222;7016.921387;3554.989014;1.948571444;1;401
1896.5;0.224204227;7264.882813;3684.548096;1.970000029;1;401
1896.75;0.283112466;7089.708984;3577.82666;1.952500105;1;401
1897;0.106000811;6914.535156;3471.104981;1.99000001;1;401
1897.25;0.184300438;6804.543945;3407.156494;1.997142911;1;402
1897.5;0.257741064;6694.553223;3343.208008;2.005714178;1;402
1897.75;0.09878245;6816.860352;3380.190918;2.039999962;1;403
1898;0.003934582;6939.167969;3417.174072;2.029999971;1;403
1898.25;0.188719124;6944.666992;3352.897949;2.072857142;1;403
1898.5;0.538164318;6950.166016;3288.62207;2.115714312;1;404
1898.75;0.525728345;6905.137695;3296.88501;2.089999914;1;404
1899;0.141115546;6860.109863;3305.147949;2.074999809;1;404
1899.25;0.001334109;7043.905273;3449.185547;1.975000024;1;403
1899.5;0.05742202;7227.700195;3593.2229;2.015714169;1;403
1899.75;0.172790512;7108.580078;3566.37207;1.988749981;1;402
1900;0.199754506;6989.459961;3539.520996;1.971250057;1;401
1900.25;0;6824.439453;3367.760498;2.046249867;1;401
1900.5;0;6659.418945;3196;2.079999924;1;401
1900.75;0;6454.918945;3125.65918;2.087499857;1;401
1901;0;6250.418945;3055.318115;2.045000076;1;401
1901.25;0;6148.845703;3061.366699;1.995000005;1;401
1901.5;0;6047.271973;3067.415039;1.96875;1;402
1901.75;0.108138293;6141.900391;3145.899902;1.926249981;1;402
1902;0.154663652;6236.528809;3224.38501;1.933750033;1;402
1902.25;0.180590466;6313.791016;3262.629395;1.901250005;1;402
1902.5;0.019600134;6391.053223;3300.874023;1.931428552;1;403
1902.75;0;6269.395996;3158.208496;1.904999971;1;403
1903;0;6147.73877;3015.542969;2.037499905;1;403
1903.25;0;6119.194336;2977.575928;2.059999943;1;403
1903.5;0;6090.649902;2939.608887;2.071428537;1;404
1903.75;0.178636998;6552.908203;3274.657959;1.955000043;1;404
1904;0.27430585;7015.166992;3609.707031;1.938750029;1;404
1904.25;0.087269314;6885.033203;3533.685547;1.931428552;1;403
1904.5;0;6754.899902;3457.664063;1.954285741;1;403
1904.75;0;6796.686035;3476.51001;1.952857137;1;402
1905;0.109926581;6838.472168;3495.355957;1.960000038;1;401
1905.25;0.101028711;6767.240234;3444.755371;1.942857146;1;401
1905.5;0;6696.008789;3394.155029;1.971428633;1;401
1905.75;0;6669.399902;3369.586426;2;1;401
1906;0;6642.791016;3345.018066;1.99000001;1;401
1906.25;0.033866737;6667.027344;3429.685059;1.942499995;1;401
1906.5;0;6691.26416;3514.352051;1.902857065;1;401
1906.75;0;6595.624512;3417.26416;1.970000029;1;401
1907;0;6499.984863;3320.176025;1.957499981;1;401
1907.25;0;6833.192871;3470.591553;1.955000043;1;401
1907.5;0.034093354;7166.400879;3621.00708;1.97714293;1;402
1907.75;0.547102928;7644.535156;4013.138184;1.876250029;1;402
1908;1.834833145;8122.668945;4405.269043;1.84375;1;402
1908.25;2.384813786;8385.199219;4576.576172;1.809999943;1;402
1908.5;2.985944986;8647.728516;4747.883789;1.818750024;1;403
1908.75;3.755348682;8503.161133;4684.825195;1.827500105;1;403
1909;1.783822537;8358.59375;4621.766113;1.805000067;1;403
1909.25;0.705021918;8212.376953;4433.050781;1.894999981;1;403
1909.5;0.740482092;8066.161133;4244.334961;1.899999976;1;402
1909.75;0.702239811;7839.493164;4068.528809;1.998749971;1;402
1910;0.424954802;7612.825195;3892.7229;1.956250072;1;401
1910.25;0.057503115;7400.774414;3681.891113;2.036249876;1;401
1910.5;0;7188.724121;3471.059082;2.068571329;1;401
1910.75;0;7011.933106;3307.385498;2.134999991;1;401
1911;0;6835.14209;3143.711914;2.172500134;1;401
1911.25;0;6569.568359;3036.982422;2.160000086;1;401
1911.5;0;6303.995117;2930.25293;2.1514287;1;401
1911.75;0;6310.518555;2929.55542;2.134285927;1;401
1912;0;6317.041992;2928.85791;2.157500029;1;401
1912.25;0;6515.328613;3015.981934;2.24000001;1;401
1912.5;0.167039901;6713.615234;3103.105957;2.164285898;1;401
1912.75;0.409627855;6740.592773;3308.123535;2.062857151;1;401
1913;0.41516164;6767.570801;3513.141113;1.929999948;1;401
1913.25;0.38895011;7236.038086;3628.88916;2.029999971;1;401
1913.5;0.545228303;7704.504883;3744.636963;2.061428547;1;401
1913.75;1.757923603;7862.692871;3727.799316;2.118571281;1;401
1914;3.054559231;8020.880859;3710.961914;2.161250114;1;401
1914.25;1.971234679;7643.456055;3549.314941;2.132499933;1;401
1914.5;1.045964956;7266.030762;3387.667969;2.142500162;1;401
1914.75;1.219753861;6965.515625;3239.515625;2.180000067;1;401
1915;2.096330166;6665;3091.363037;2.157500029;1;401
1915.25;1.549988508;6595.333984;3022.648926;2.180000067;1;401
1915.5;0.063778676;6525.667969;2953.935059;2.204999924;1;401
1915.75;0;6501.914063;2910.450684;2.25;1;401
1916;0;6478.160156;2866.966065;2.263750076;1;401
1916.25;0;6473.482422;2889.289063;2.231250048;1;401
1916.5;0;6468.804199;2911.612061;2.221250057;1;401
1916.75;0;6429.362305;2943.045898;2.244999886;1;401
1917;0;6389.919922;2974.479981;2.144999981;1;401
1917.25;0;8010.860352;3539.889893;1.819999933;1;402
1917.5;0.541570008;9631.800781;4105.299805;2.349999905;1;402
1917.75;3.671146393;9642.222656;4881.04834;1.931428552;1;403
1918;11.49052048;9652.643555;5656.796875;1.703750014;1;403
1918.25;14.32849789;9258.669922;5441.561035;1.671249986;1;403
1918.5;10.04443073;8864.695313;5226.325195;1.69428575;1;403
1918.75;8.683189392;8621.914063;4939.325684;1.738571405;1;403
1919;8.796081543;8379.133789;4652.326172;1.804999948;1;403
1919.25;8.777469635;8344.458984;4663.985352;1.809999943;1;403
1919.5;8.832564354;8309.783203;4675.644043;1.779999971;1;404
1919.75;8.960434914;8352.741211;4714.619141;1.764285684;1;404
1920;8.833161354;8395.699219;4753.594238;1.768571377;1;404
1920.25;8.748372078;8423.232422;4757.688477;1.769999981;1;404
1920.5;8.722064972;8450.765625;4761.782227;1.775714278;1;404
1920.75;9.010786057;8482.121094;4814.572266;1.75;1;404
1921;8.53378582;8513.475586;4867.361816;1.75;1;404
1921.25;8.230855942;8381.400391;4738.699219;1.759999991;1;404
1921.5;8.286459923;8249.325195;4610.036133;1.789999962;1;405
1921.75;8.363311768;8294.59375;4641.861328;1.808571339;1;405
1922;8.410729408;8339.861328;4673.686035;1.787499905;1;405
1922.25;8.724151611;8382.521484;4720.462402;1.779999971;1;405
1922.5;8.613904953;8425.182617;4767.23877;1.769999981;1;405
1922.75;9.049097061;8559.408203;4914.955078;1.74000001;1;405
1923;11.12714958;8693.633789;5062.671875;1.720000029;1;405
1923.25;11.51379776;8727.029297;5054.806641;1.735000014;1;405
1923.5;11.17601109;8760.424805;5046.941895;1.732500076;1;406
1923.75;10.80246544;8677.181641;5026.189453;1.720000029;1;406
1924;10.24712849;8593.939453;5005.437012;1.720000029;1;406
1924.25;9.929363251;8582.519531;5004.266602;1.713750005;1;406
1924.5;9.533028603;8571.098633;5003.096191;1.710000038;1;406
1924.75;9.574328423;8450.232422;4898.450684;1.712857127;1;406
1925;10.32938671;8329.365234;4793.805176;1.74000001;1;406
1925.25;15.83893585;8426.160156;4793.154297;1.747499943;1;406
1925.5;15.13054371;8522.955078;4792.503906;1.779999971;1;406
1925.75;4.203443527;8699.517578;4746.730957;1.828571439;1;406
1926;1.446734071;8876.079102;4700.958008;1.886250019;1;406
1926.25;0.255436301;7863.264648;4139.151856;1.919999957;1;405
1926.5;0;6850.450195;3577.345947;1.91428566;1;404
1926.75;0;6480.823242;3294.399414;2.085714102;1;403
1927;0;6111.196777;3011.452881;2.031428576;1;402
1927.25;0;6327.912109;3164.144531;1.99000001;1;402
1927.5;0;6544.626953;3316.835938;1.975000024;1;402
1927.75;0;6508.257813;3247.060059;2.025714159;1;402
1928;0;6471.888184;3177.283936;2.039999962;1;402
1928.25;0;6704.205078;3296.441406;2.039999962;1;402
1928.5;0;6936.521973;3415.599121;2.032500029;1;402
1928.75;0;7141.705566;3571.882568;1.972857118;1;402
1929;0;7346.88916;3728.166016;1.970000029;1;402
1929.25;0;7348.935059;3745.277344;1.950000048;1;402
1929.5;0;7350.980957;3762.388916;1.955000043;1;402
1929.75;0;7411.516602;3804.542481;1.940000057;1;401
1930;0;7472.051758;3846.696045;1.940000057;1;401
1930.25;0;7705.371094;3965.033203;1.943750024;1;401
1930.5;0.037242588;7938.690918;4083.370117;1.946250081;1;401
1930.75;0.353934914;7846.246094;4043.836914;1.941250086;1;401
1931;0.152816564;7753.800781;4004.303955;1.940000057;1;401
1931.25;0;7585.134766;3911.948975;1.924999952;1;401
1931.5;0;7416.469238;3819.593994;1.940000057;1;401
1931.75;0.542228878;7898.168945;4107.620606;1.919999957;1;401
1932;2.998844624;8379.868164;4395.646973;1.908749938;1;401
1932.25;1.742725849;8131.043945;4305.258789;1.892499924;1;402
1932.5;0.201719165;7882.220215;4214.871094;1.868749976;1;402
1932.75;0.195210978;8118.818359;4488.073242;1.818571448;1;403
1933;2.66705513;8355.416992;4761.275879;1.757142901;1;403
1933.25;7.485584259;8180.756836;4704.249512;1.74000001;1;403
1933.5;8.323062897;8006.096191;4647.223145;1.720000029;1;404
1933.75;8.226284027;8041.887695;4676.688477;1.720000029;1;404
1934;9.307930946;8077.679199;4706.153809;1.714285731;1;404
1934.25;11.09191132;8671.170898;4992.456055;1.737499952;1;404
1934.5;7.971169949;9264.663086;5278.758789;1.758749962;1;405
1934.75;6.591596127;9181.515625;5235.623047;1.728571415;1;405
1935;15.18426991;9098.367188;5192.487793;1.75;1;405
1935.25;8.596905708;8738.294922;4981.091797;1.779999971;1;405
1935.5;2.439763069;8378.223633;4769.695801;1.752500057;1;406
1935.75;2.734347582;8903.124023;4871.806641;1.791428566;1;406
1936;4.52563715;9428.024414;4973.916992;1.897142887;1;406
1936.25;3.598874331;8643.837891;4578.22168;1.90625;1;405
1936.5;0.82769382;7859.650879;4182.525879;1.877500057;1;404
1936.75;0;7526.48584;4051.198486;1.846250057;1;402
1937;0;7193.320801;3919.871094;1.830000043;1;401
1937.25;0.991589308;7794.679688;4377.947266;1.8125;1;402
1937.5;5.15507555;8396.039063;4836.023926;1.735000014;1;402
1937.75;8.979885101;8627.356445;5088.756348;1.662499905;1;403
1938;14.01713657;8858.673828;5341.48877;1.659999967;1;403
1938.25;13.85987663;8515.638672;4957.868164;1.756250024;1;403
1938.5;11.57426739;8172.603027;4574.248047;1.788749933;1;404
1938.75;10.62917996;8291.667969;4695.984375;1.761250019;1;404
1939;10.1446619;8410.732422;4817.721191;1.741428614;1;404
1939.25;9.396810532;8359.998047;4749.52832;1.75;1;404
1939.5;8.647199631;8309.263672;4681.335938;1.777499914;1;405
1939.75;8.572005272;8412.212891;4742.895508;1.789999962;1;405
1940;8.520949364;8515.163086;4804.455078;1.769999981;1;405
1940.25;8.808632851;8296.724609;4795.855957;1.713750005;1;405
1940.5;9.161220551;8078.286133;4787.256836;1.690000057;1;405
1940.75;9.049667358;8365.617188;4845.287109;1.700000048;1;405
1941;10.38527203;8652.947266;4903.316895;1.764285684;1;405
1941.25;10.71271038;8688.144531;4956.587402;1.762500048;1;405
1941.5;9.707499504;8723.342773;5009.85791;1.74000001;1;406
1941.75;8.79724884;8507.944336;4853.463379;1.75;1;406
1942;8.370461464;8292.545898;4697.068848;1.765714288;1;406
1942.25;7.798793316;8336.507813;4725.748047;1.759999991;1;406
1942.5;7.69466114;8380.470703;4754.426758;1.761250019;1;406
1942.75;7.839326382;8483.177734;4800.522949;1.766250014;1;406
1943;7.273997784;8585.885742;4846.619141;1.769999981;1;406
1943.25;8.007748604;8492.044922;4849.013672;1.75;1;406
1943.5;10.48766899;8398.204102;4851.408203;1.730000019;1;406
1943.75;13.71943378;8449.125;4746.902344;1.754999995;1;406
1944;6.284723759;8500.046875;4642.395996;1.827142835;1;406
1944.25;3.520492554;8280.480469;4442.930664;1.870000005;1;405
1944.5;2.384156942;8060.915039;4243.464844;1.899999976;1;404
1944.75;1.313362837;7998.979004;4232.506348;1.916249991;1;402
1945;1.442474961;7937.042969;4221.547852;1.884999991;1;401
1945.25;1.97086823;8359.12793;4466.59375;1.887500048;1;401
1945.5;2.424519062;8781.212891;4711.640137;1.860000014;1;401
1945.75;2.000425816;8691.742188;4691.34082;1.842499971;1;401
1946;1.671541095;8602.271484;4671.041992;1.840000033;1;401
1946.25;1.594753861;8748.626953;4711.40625;1.850000024;1;401
1946.5;2.244412422;8894.982422;4751.770996;1.870000005;1;401
1946.75;5.068033695;8841.148438;4634.473633;1.936250091;1;401
